route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
"72A",11399_14,11399_23126,"JANÓW",,1,72   /04,2445886,0,0
"72A",11399_14,11399_23127,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /04,2445887,0,0
"72A",11399_14,11399_23128,"JANÓW",,1,72   /04,2445886,0,0
"72A",11399_14,11399_23129,"72A ZJAZD DO NOWE SADY",,1,72   /04,2445884,0,0
"41",11399_11,11399_2313,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446079,0,0
"72A",11399_14,11399_23130,"JANÓW",,0,72   /05,2445890,0,0
"72A",11399_14,11399_23131,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /05,2445887,0,0
"72A",11399_14,11399_23132,"JANÓW",,1,72   /05,2445886,0,0
"72A",11399_14,11399_23133,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /05,2445887,0,0
"72A",11399_14,11399_23134,"JANÓW",,1,72   /05,2445886,0,0
"72A",11399_14,11399_23135,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /05,2445887,0,0
"72A",11399_14,11399_23136,"JANÓW",,1,72   /05,2445886,0,0
"72A",11399_14,11399_23137,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /05,2445887,0,0
"72A",11399_14,11399_23138,"JANÓW",,1,72   /05,2445886,0,0
"72A",11399_14,11399_23139,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /05,2445887,0,0
"72A",11399_14,11399_23141,"72A ZJAZD DO NOWE SADY",,1,72   /05,2445883,0,0
"72A",11399_14,11399_23142,"JANÓW",,0,72   /06,2445890,0,0
"72A",11399_14,11399_23143,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"72A",11399_14,11399_23144,"JANÓW",,1,72   /06,2445886,0,0
"72A",11399_14,11399_23145,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"72A",11399_14,11399_23146,"JANÓW",,1,72   /06,2445886,0,0
"72A",11399_14,11399_23147,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"72A",11399_14,11399_23148,"JANÓW",,1,72   /06,2445886,0,0
"72A",11399_14,11399_23149,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"41",11399_11,11399_2315,"PABIANICE WIEJSKA",,1,41   /01,2446084,0,0
"72A",11399_14,11399_23150,"JANÓW",,1,72   /06,2445886,0,0
"72A",11399_14,11399_23151,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"72A",11399_14,11399_23152,"JANÓW",,1,72   /06,2445886,0,0
"72A",11399_14,11399_23153,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /06,2445887,0,0
"72A",11399_14,11399_23155,"72A ZJAZD DO NOWE SADY",,1,72   /06,2445883,0,0
"72A",11399_14,11399_23156,"JANÓW PRZEZ OLECHOWSKA",,0,72   /07,2445889,0,0
"72A",11399_14,11399_23158,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /07,2445887,0,0
"72A",11399_14,11399_23159,"JANÓW",,1,72   /07,2445886,0,0
"41",11399_11,11399_2316,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"72A",11399_14,11399_23160,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /07,2445887,0,0
"72A",11399_14,11399_23161,"JANÓW",,1,72   /07,2445886,0,0
"72A",11399_14,11399_23162,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /07,2445887,0,0
"72A",11399_14,11399_23163,"JANÓW",,1,72   /07,2445886,0,0
"72A",11399_14,11399_23164,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /07,2445887,0,0
"72A",11399_14,11399_23165,"JANÓW",,1,72   /07,2445886,0,0
"72A",11399_14,11399_23166,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /07,2445887,0,0
"72A",11399_14,11399_23167,"JANÓW",,1,72   /07,2445886,0,0
"72A",11399_14,11399_23168,"72A ZJAZD DO NOWE SADY",,1,72   /07,2445884,0,0
"72A",11399_14,11399_23169,"JANÓW",,0,72   /08,2445890,0,0
"41",11399_11,11399_2317,"PABIANICE WIEJSKA",,1,41   /01,2446083,0,0
"72A",11399_14,11399_23170,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23171,"JANÓW",,1,72   /08,2445886,0,0
"72A",11399_14,11399_23172,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23173,"JANÓW",,1,72   /08,2445886,0,0
"72A",11399_14,11399_23174,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23175,"JANÓW",,1,72   /08,2445886,0,0
"72A",11399_14,11399_23176,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23177,"JANÓW",,1,72   /08,2445886,0,0
"72A",11399_14,11399_23178,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23179,"JANÓW",,1,72   /08,2445886,0,0
"41",11399_11,11399_2318,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"72A",11399_14,11399_23180,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /08,2445887,0,0
"72A",11399_14,11399_23182,"72A ZJAZD DO NOWE SADY",,1,72   /08,2445883,0,0
"72A",11399_14,11399_23183,"HUTA JAGODNICA",,0,72   /09,2445888,0,0
"72A",11399_14,11399_23185,"JANÓW",,1,72   /09,2445886,0,0
"72A",11399_14,11399_23186,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /09,2445887,0,0
"72A",11399_14,11399_23187,"JANÓW",,1,72   /09,2445886,0,0
"72A",11399_14,11399_23188,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /09,2445887,0,0
"72A",11399_14,11399_23189,"JANÓW",,1,72   /09,2445886,0,0
"41",11399_11,11399_2319,"PABIANICE WIEJSKA",,1,41   /01,2446083,0,0
"72A",11399_14,11399_23190,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /09,2445887,0,0
"72A",11399_14,11399_23191,"JANÓW",,1,72   /09,2445886,0,0
"72A",11399_14,11399_23192,"HUTA JAGODNICA PRZEZ OLECHOWSKA",,0,72   /09,2445887,0,0
"72A",11399_14,11399_23193,"JANÓW",,1,72   /09,2445886,0,0
"72A",11399_14,11399_23194,"72A ZJAZD DO NOWE SADY",,1,72   /09,2445884,0,0
"73",11399_14,11399_23195,"KOZINY",,0,73   /01,2446255,0,0
"73",11399_14,11399_23197,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23198,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23199,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"10A",11399_11,11399_232,"RETKINIA",,1,10   /14,2445837,0,0
"41",11399_11,11399_2320,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"73",11399_14,11399_23200,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23201,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23202,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23203,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23204,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23205,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23206,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23207,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23208,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23209,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"41",11399_11,11399_2321,"PABIANICE WIEJSKA",,1,41   /01,2446084,0,0
"73",11399_14,11399_23210,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23211,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23212,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23213,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23214,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23215,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23216,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23217,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23218,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23219,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"41",11399_11,11399_2322,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"73",11399_14,11399_23220,"KOZINY",,1,73   /01,2446252,0,0
"73",11399_14,11399_23221,"RADOGOSZCZ ZACHÓD",,0,73   /01,2446253,0,0
"73",11399_14,11399_23223,"73 ZJAZD DO LIMANOWSKIEGO",,1,73   /01,2446250,0,0
"73",11399_14,11399_23224,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446254,0,0
"73",11399_14,11399_23226,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23227,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23228,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23229,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"41",11399_11,11399_2323,"PABIANICE WIEJSKA",,1,41   /01,2446083,0,0
"73",11399_14,11399_23230,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23231,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23232,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23233,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23234,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23235,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23236,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23237,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23238,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23239,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"41",11399_11,11399_2324,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"73",11399_14,11399_23240,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23241,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23242,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23243,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23244,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23245,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23246,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23247,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"73",11399_14,11399_23248,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23249,"RADOGOSZCZ ZACHÓD",,0,73   /02,2446253,0,0
"41",11399_11,11399_2325,"PABIANICE WIEJSKA",,1,41   /01,2446084,0,0
"73",11399_14,11399_23250,"KOZINY",,1,73   /02,2446252,0,0
"73",11399_14,11399_23251,"73 ZJAZD DO LIMANOWSKIEGO",,1,73   /02,2446251,0,0
"73",11399_14,11399_23252,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446249,0,0
"73",11399_14,11399_23254,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23255,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23256,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23257,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23258,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23259,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"41",11399_11,11399_2326,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"73",11399_14,11399_23260,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23261,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23262,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23263,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23264,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23265,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23266,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23267,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23268,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23269,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"41",11399_11,11399_2327,"PABIANICE WIEJSKA",,1,41   /01,2446083,0,0
"73",11399_14,11399_23270,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23271,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23272,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23273,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23274,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23275,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23276,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23277,"RADOGOSZCZ ZACHÓD",,0,73   /03,2446253,0,0
"73",11399_14,11399_23278,"KOZINY",,1,73   /03,2446252,0,0
"73",11399_14,11399_23279,"73 ZJAZD DO LIMANOWSKIEGO",,1,73   /03,2446251,0,0
"41",11399_11,11399_2328,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"75A",11399_14,11399_23280,"CHOCIANOWICE IKEA",,0,75   /01,2445983,0,0
"75A",11399_14,11399_23282,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23283,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23284,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23285,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23286,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23287,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /01,2445982,0,0
"75A",11399_14,11399_23288,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /02,2445981,0,0
"75A",11399_14,11399_23289,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /02,2445981,0,0
"41",11399_11,11399_2329,"PABIANICE WIEJSKA",,1,41   /01,2446083,0,0
"75A",11399_14,11399_23290,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /02,2445981,0,0
"75A",11399_14,11399_23291,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /02,2445981,0,0
"75A",11399_14,11399_23292,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /02,2445981,0,0
"75A",11399_14,11399_23293,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"75A",11399_14,11399_23294,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"75A",11399_14,11399_23295,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"75A",11399_14,11399_23296,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"75A",11399_14,11399_23297,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"75A",11399_14,11399_23298,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /03,2445982,0,0
"41",11399_11,11399_2330,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"75A",11399_14,11399_23300,"75A ZJAZD DO NOWE SADY",,1,75   /03,2445979,0,0
"75A",11399_14,11399_23301,"DW. ŁÓDŹ WIDZEW",,0,75   /04,2445978,0,0
"75A",11399_14,11399_23303,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23304,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23305,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23306,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23307,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23308,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /04,2445981,0,0
"75A",11399_14,11399_23309,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /05,2445982,0,0
"41",11399_11,11399_2331,"PABIANICE WIEJSKA",,1,41   /01,2446084,0,0
"75A",11399_14,11399_23310,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /05,2445982,0,0
"75A",11399_14,11399_23311,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /05,2445982,0,0
"75A",11399_14,11399_23312,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /05,2445982,0,0
"75A",11399_14,11399_23313,"DW. ŁÓDŹ WIDZEW PRZEZ EKONOMICZNA",,0,75   /05,2445982,0,0
"75A",11399_14,11399_23314,"DW. ŁÓDŹ WIDZEW",,0,75   /06,2445984,0,0
"75A",11399_14,11399_23316,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"75A",11399_14,11399_23317,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"75A",11399_14,11399_23318,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"75A",11399_14,11399_23319,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"41",11399_11,11399_2332,"PL. NIEPODLEGŁOŚCI",,0,41   /01,2446085,0,0
"75A",11399_14,11399_23320,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"75A",11399_14,11399_23321,"CHOCIANOWICE IKEA PRZEZ EKONOMICZNA",,1,75   /06,2445981,0,0
"75A",11399_14,11399_23323,"75A ZJAZD DO NOWE SADY",,1,75   /06,2445980,0,0
"75B",11399_14,11399_23324,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"75B",11399_14,11399_23325,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"75B",11399_14,11399_23326,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"75B",11399_14,11399_23327,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"75B",11399_14,11399_23328,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"75B",11399_14,11399_23329,"CHOCIANOWICE IKEA PRZEZ PRZESTRZENNA",,1,75   /01,2445945,0,0
"41",11399_11,11399_2333,"PABIANICE WIEJSKA",,1,41   /01,2446084,0,0
"75B",11399_14,11399_23331,"75B ZJAZD DO NOWE SADY",,1,75   /01,2445944,0,0
"75B",11399_14,11399_23332,"CHOCIANOWICE IKEA",,0,75   /02,2445949,0,0
"75B",11399_14,11399_23334,"DW. ŁÓDŹ WIDZEW PRZEZ PRZESTRZENNA",,0,75   /02,2445946,0,0
"75B",11399_14,11399_23335,"DW. ŁÓDŹ WIDZEW PRZEZ PRZESTRZENNA",,0,75   /02,2445946,0,0
"75B",11399_14,11399_23336,"DW. ŁÓDŹ WIDZEW PRZEZ PRZESTRZENNA",,0,75   /02,2445946,0,0
